Zt09_10_00013|g5110.t1
Zt09_4_00587|g6781.t1
Zt09_4_00589|g6783.t1
Zt09_4_00590|g6784.t1
Zt09_4_00592|g6768.t1
Zt09_4_00593|g6767.t1
Zt09_4_00594|g6766.t1
Zt09_4_00596|g6764.t1
Zt09_4_00597|g6763.t1
Zt09_4_00599|g6761.t1
Zt09_4_00600|g6760.t1
Zt09_4_00602|g6758.t1
Zt09_4_00603|g6757.t1
Zt09_4_00604|g6756.t1
Zt09_4_00606|g6754.t1
Zt09_4_00607|g6753.t1
Zt09_4_00608|g6751.t1
Zt09_4_00609|g6750.t1
Zt09_4_00610|g6749.t1
Zt09_4_00614|g6578.t1
Zt09_4_00615|g6579.t1
Zt09_4_00616|g6580.t1
Zt09_4_00617|g6581.t1
Zt09_4_00618|g6582.t1
Zt09_4_00621|g6586.t1
Zt09_4_00629|g4501.t1
Zt09_4_00631|g4499.t1
Zt09_4_00632|g4498.t1
Zt09_4_00638|g177.t1
Zt09_4_00641|g173.t1
Zt09_4_00642|g172.t1
Zt09_4_00643|g171.t1
Zt09_4_00644|g169.t1
Zt09_4_00646|g168.t1
Zt09_4_00648|g166.t1
Zt09_4_00649|g165.t1
Zt09_4_00650|g164.t1
Zt09_4_00651|g163.t1
Zt09_4_00653|g161.t1
Zt09_4_00654|g160.t1
Zt09_4_00655|g159.t1
Zt09_4_00656|g158.t1
Zt09_4_00657|g157.t1
Zt09_4_00658|g156.t1
Zt09_4_00659|g155.t1
Zt09_4_00662|g151.t1
Zt09_4_00667|g147.t1
Zt09_4_00668|g146.t1
Zt09_4_00669|g145.t1
Zt09_4_00672|g142.t1
Zt09_4_00675|g139.t1
Zt09_4_00684|g129.t1
Zt09_4_00685|g128.t1
Zt09_4_00686|g127.t1
Zt09_4_00688|g9143.t1
Zt09_4_00689|g9142.t1
Zt09_4_00690|g9141.t1
Zt09_4_00693|g9138.t1
Zt09_4_00694|g9137.t1
Zt09_4_00695|g9136.t1
Zt09_4_00696|g9135.t1
Zt09_4_00698|g9133.t1
Zt09_4_00699|g9132.t1
Zt09_4_00700|g9131.t1
Zt09_4_00701|g9130.t1
Zt09_4_00702|g9129.t1
Zt09_4_00713|g2456.t1
Zt09_4_00718|g2451.t1
Zt09_4_00719|g7740.t1
Zt09_4_00720|g7741.t1
Zt09_4_00726|g10834.t1
Zt09_4_00729|g10831.t1
Zt09_4_00731|g10830.t1
Zt09_4_00733|g10828.t1
Zt09_4_00734|g10827.t1
Zt09_4_00735|g10826.t1
Zt09_4_00736|g10825.t1
Zt09_4_00737|g3492.t1
Zt09_4_00740|g3489.t1
Zt09_4_00741|g3488.t1
Zt09_4_00742|g3486.t1
Zt09_4_00743|g3485.t1
Zt09_4_00744|g3484.t1
Zt09_4_00751|g1737.t1
Zt09_4_00756|g7494.t1
Zt09_4_00757|g7493.t1
Zt09_4_00758|g7492.t1
Zt09_4_00763|g7487.t1
Zt09_4_00765|g7485.t1
Zt09_4_00785|g7471.t1
Zt09_4_00786|g7472.t1
Zt09_4_00787|g7473.t1
Zt09_4_00790|g4873.t1
Zt09_4_00791|g4872.t1
Zt09_4_00800|g11196.t1
Zt09_4_00802|g11194.t1
Zt09_4_00804|g11192.t1
Zt09_4_00805|g11191.t1
Zt09_4_00806|g11190.t1
Zt09_4_00807|g11189.t1
Zt09_4_00813|g11185.t1
Zt09_4_00814|g11184.t1
Zt09_4_00853|g9675.t1
Zt09_4_00854|g9676.t1
Zt09_4_00857|g9678.t1
Zt09_4_00869|g9670.t1
Zt09_4_00870|g9671.t1
Zt09_4_00873|g10358.t1
Zt09_4_00881|g7946.t1
Zt09_4_00882|g7945.t1
Zt09_4_00884|g7942.t1
Zt09_4_00888|g7938.t1
Zt09_4_00890|g7936.t1
Zt09_4_00891|g7935.t1
Zt09_4_00892|g7934.t1
Zt09_5_00003|g6509.t1
Zt09_5_00004|g6510.t1
Zt09_5_00013|g2222.t1
Zt09_5_00020|g2229.t1
Zt09_5_00022|g2231.t1
Zt09_5_00023|g2232.t1
Zt09_5_00026|g2237.t1
Zt09_5_00027|g8145.t1
Zt09_5_00032|g8999.t1
Zt09_5_00039|g9069.t1
Zt09_5_00045|g8027.t1
Zt09_5_00048|g8022.t1
Zt09_5_00061|g6501.t1
Zt09_5_00072|g10782.t1
Zt09_5_00073|g10781.t1
Zt09_5_00075|g401.t1
Zt09_5_00077|g11079.t1
Zt09_5_00078|g11080.t1
Zt09_5_00080|g11084.t1
Zt09_5_00082|g6855.t1
Zt09_5_00084|g6856.t1
Zt09_5_00085|g6857.t1
Zt09_5_00088|g6860.t1
Zt09_5_00089|g6861.t1
Zt09_5_00090|g6862.t1
Zt09_5_00091|g263.t1
Zt09_5_00092|g264.t1
Zt09_5_00093|g265.t1
Zt09_5_00094|g266.t1
Zt09_5_00096|g7992.t1
Zt09_5_00097|g7993.t1
Zt09_5_00098|g7994.t1
Zt09_5_00099|g7996.t1
Zt09_5_00100|g7997.t1
Zt09_5_00102|g7999.t1
Zt09_5_00103|g8000.t1
Zt09_5_00106|g8002.t1
Zt09_5_00107|g8003.t1
Zt09_5_00109|g8005.t1
Zt09_5_00110|g8007.t1
Zt09_5_00111|g8008.t1
Zt09_5_00114|g8010.t1
Zt09_5_00115|g6485.t1
Zt09_5_00119|g6489.t1
Zt09_5_00120|g6490.t1
Zt09_5_00121|g6491.t1
Zt09_5_00122|g6492.t1
Zt09_5_00125|g6494.t1
Zt09_5_00139|g6621.t1
Zt09_5_00141|g6483.t1
Zt09_5_00147|g3032.t1
Zt09_5_00148|g739.t1
Zt09_5_00149|g740.t1
Zt09_5_00151|g744.t1
Zt09_5_00152|g745.t1
Zt09_5_00153|g746.t1
Zt09_5_00156|g747.t1
Zt09_5_00157|g748.t1
Zt09_5_00158|g751.t1
Zt09_5_00159|g752.t1
Zt09_5_00161|g755.t1
Zt09_5_00164|g758.t1
Zt09_5_00166|g764.t1
Zt09_5_00167|g763.t1
Zt09_5_00168|g762.t1
Zt09_5_00169|g761.t1
Zt09_5_00171|g766.t1
Zt09_5_00184|g2752.t1
Zt09_5_00185|g2751.t1
Zt09_5_00191|g2744.t1
Zt09_5_00192|g2743.t1
Zt09_5_00194|g2742.t1
Zt09_5_00196|g2739.t1
Zt09_5_00197|g2738.t1
Zt09_5_00199|g2736.t1
Zt09_5_00200|g2735.t1
Zt09_5_00201|g2734.t1
Zt09_5_00208|g2729.t1
Zt09_5_00209|g2730.t1
Zt09_5_00211|g9734.t1
Zt09_5_00212|g9733.t1
Zt09_5_00222|g7904.t1
Zt09_5_00223|g7905.t1
Zt09_5_00224|g7906.t1
Zt09_5_00225|g7907.t1
Zt09_5_00226|g7908.t1
Zt09_5_00229|g7910.t1
Zt09_5_00230|g7911.t1
Zt09_5_00231|g7912.t1
Zt09_5_00232|g7913.t1
Zt09_5_00233|g7914.t1
Zt09_5_00234|g7915.t1
Zt09_5_00235|g7916.t1
Zt09_5_00236|g11514.t1
Zt09_5_00240|g2212.t1
Zt09_5_00242|g2210.t1
Zt09_5_00243|g2209.t1
Zt09_5_00245|g2208.t1
Zt09_5_00246|g2207.t1
Zt09_5_00248|g2205.t1
Zt09_5_00249|g2204.t1
Zt09_5_00250|g2203.t1
Zt09_5_00251|g2202.t1
Zt09_5_00255|g2200.t1
Zt09_5_00257|g2197.t1
Zt09_5_00258|g2196.t1
Zt09_5_00259|g2195.t1
Zt09_5_00261|g2193.t1
Zt09_5_00263|g2191.t1
Zt09_5_00265|g2189.t1
Zt09_5_00273|g2896.t1
Zt09_5_00274|g2895.t1
Zt09_5_00275|g2894.t1
Zt09_5_00276|g2893.t1
Zt09_5_00277|g2892.t1
Zt09_5_00278|g2891.t1
Zt09_5_00279|g2890.t1
Zt09_5_00281|g2888.t1
Zt09_5_00282|g2887.t1
Zt09_5_00284|g2885.t1
Zt09_5_00286|g2882.t1
Zt09_5_00288|g2880.t1
Zt09_5_00290|g4544.t1
Zt09_5_00291|g4543.t1
Zt09_5_00292|g4542.t1
Zt09_5_00293|g4541.t1
Zt09_5_00295|g4540.t1
Zt09_5_00296|g4539.t1
Zt09_5_00297|g4538.t1
Zt09_5_00298|g1410.t1
Zt09_5_00299|g1411.t1
Zt09_5_00300|g1412.t1
Zt09_5_00302|g1414.t1
Zt09_5_00303|g1415.t1
Zt09_5_00305|g1418.t1
Zt09_5_00307|g1420.t1
Zt09_5_00308|g1421.t1
Zt09_5_00310|g1423.t1
Zt09_5_00311|g1424.t1
Zt09_5_00316|g1430.t1
Zt09_5_00317|g1431.t1
Zt09_5_00318|g1432.t1
Zt09_5_00319|g1433.t1
Zt09_5_00320|g1434.t1
Zt09_5_00321|g1435.t1
Zt09_5_00322|g1436.t1
Zt09_5_00323|g1437.t1
Zt09_5_00326|g1440.t1
Zt09_5_00327|g1441.t1
Zt09_5_00329|g1443.t1
Zt09_5_00330|g1444.t1
Zt09_5_00332|g1446.t1
Zt09_5_00333|g1447.t1
Zt09_5_00335|g1147.t1
Zt09_5_00338|g1144.t1
Zt09_5_00339|g1143.t1
Zt09_5_00342|g1139.t1
Zt09_5_00343|g1138.t1
Zt09_5_00344|g1137.t1
Zt09_5_00345|g1136.t1
Zt09_5_00347|g1134.t1
Zt09_5_00348|g1133.t1
Zt09_5_00349|g1132.t1
Zt09_5_00351|g1130.t1
Zt09_5_00353|g1128.t1
Zt09_5_00356|g1125.t1
Zt09_5_00357|g1124.t1
Zt09_5_00358|g1123.t1
Zt09_5_00359|g1122.t1
Zt09_5_00360|g1121.t1
Zt09_5_00361|g1120.t1
Zt09_5_00367|g1114.t1
Zt09_5_00368|g1113.t1
Zt09_5_00370|g1110.t1
Zt09_5_00372|g1108.t1
Zt09_5_00375|g5014.t1
Zt09_5_00376|g5015.t1
Zt09_5_00377|g5016.t1
Zt09_5_00378|g5017.t1
Zt09_5_00380|g5018.t1
Zt09_5_00383|g5020.t1
Zt09_5_00384|g5021.t1
Zt09_5_00385|g5022.t1
Zt09_5_00386|g5023.t1
Zt09_5_00387|g5024.t1
Zt09_5_00388|g5025.t1
Zt09_5_00390|g5029.t1
Zt09_5_00391|g5030.t1
Zt09_5_00392|g5031.t1
Zt09_5_00393|g5032.t1
Zt09_5_00394|g5033.t1
Zt09_5_00395|g5034.t1
Zt09_5_00396|g5035.t1
Zt09_5_00397|g5036.t1
Zt09_5_00398|g5037.t1
Zt09_5_00408|g405.t1
Zt09_5_00409|g406.t1
Zt09_5_00412|g409.t1
Zt09_5_00413|g410.t1
Zt09_5_00414|g411.t1
Zt09_5_00415|g412.t1
Zt09_5_00418|g6671.t1
Zt09_5_00421|g6674.t1
Zt09_5_00423|g6677.t1
Zt09_5_00424|g6678.t1
Zt09_5_00425|g6679.t1
Zt09_5_00426|g6680.t1
Zt09_5_00427|g6681.t1
Zt09_5_00428|g6682.t1
Zt09_5_00429|g6683.t1
Zt09_5_00430|g6684.t1
Zt09_5_00432|g675.t1
Zt09_5_00434|g677.t1
Zt09_5_00435|g678.t1
Zt09_5_00439|g683.t1
Zt09_5_00441|g685.t1
Zt09_5_00442|g686.t1
Zt09_5_00443|g687.t1
Zt09_5_00445|g689.t1
Zt09_5_00446|g690.t1
Zt09_5_00447|g3311.t1
Zt09_5_00448|g3310.t1
Zt09_5_00449|g3309.t1
Zt09_5_00452|g3305.t1
Zt09_5_00453|g3304.t1
Zt09_5_00456|g3302.t1
Zt09_5_00458|g3299.t1
Zt09_5_00459|g3298.t1
Zt09_5_00460|g3297.t1
Zt09_5_00463|g3294.t1
Zt09_5_00464|g3293.t1
Zt09_5_00465|g3292.t1
Zt09_5_00466|g3291.t1
Zt09_5_00467|g3290.t1
Zt09_5_00473|g3285.t1
Zt09_5_00477|g3280.t1
Zt09_5_00480|g10014.t1
Zt09_5_00481|g10013.t1
Zt09_5_00482|g10012.t1
Zt09_5_00483|g10011.t1
Zt09_5_00484|g10010.t1
Zt09_5_00487|g10007.t1
Zt09_5_00488|g10006.t1
Zt09_5_00489|g10005.t1
Zt09_5_00490|g10004.t1
Zt09_5_00491|g10003.t1
Zt09_5_00492|g10002.t1
Zt09_5_00493|g10001.t1
Zt09_5_00495|g9999.t1
Zt09_5_00496|g9998.t1
Zt09_5_00498|g6296.t1
Zt09_5_00500|g6374.t1
Zt09_5_00501|g6375.t1
Zt09_5_00502|g6376.t1
Zt09_5_00503|g6377.t1
Zt09_5_00504|g2036.t1
Zt09_5_00505|g2037.t1
Zt09_5_00507|g2040.t1
Zt09_5_00508|g2041.t1
Zt09_5_00510|g2043.t1
Zt09_5_00511|g2044.t1
Zt09_5_00512|g2045.t1
Zt09_5_00513|g2046.t1
Zt09_5_00515|g2048.t1
Zt09_5_00517|g2050.t1
Zt09_5_00518|g2051.t1
Zt09_5_00520|g2053.t1
Zt09_5_00521|g2056.t1
Zt09_5_00522|g2057.t1
Zt09_5_00523|g2058.t1
Zt09_5_00524|g2059.t1
Zt09_5_00526|g2061.t1
Zt09_5_00527|g2062.t1
Zt09_5_00528|g2063.t1
Zt09_5_00529|g2064.t1
Zt09_5_00530|g2065.t1
Zt09_5_00531|g2066.t1
Zt09_5_00532|g2067.t1
Zt09_5_00533|g2068.t1
Zt09_5_00539|g2074.t1
Zt09_5_00545|g2080.t1
Zt09_5_00550|g8975.t1
Zt09_5_00559|g8970.t1
Zt09_5_00569|g8967.t1
Zt09_5_00582|g8958.t1
Zt09_5_00584|g8957.t1
Zt09_5_00585|g8956.t1
Zt09_5_00589|g8951.t1
Zt09_5_00590|g8946.t1
Zt09_5_00591|g8947.t1
Zt09_5_00593|g8949.t1
Zt09_5_00594|g8950.t1
Zt09_5_00596|g8945.t1
Zt09_5_00601|g8303.t1
Zt09_5_00603|g8301.t1
Zt09_5_00605|g11349.t1
Zt09_5_00607|g11347.t1
Zt09_5_00608|g11346.t1
Zt09_5_00609|g11345.t1
Zt09_5_00614|g11340.t1
Zt09_5_00616|g11337.t1
Zt09_5_00618|g1693.t1
Zt09_5_00640|g3498.t1
Zt09_5_00642|g3496.t1
Zt09_5_00647|g8335.t1
Zt09_5_00648|g8334.t1
Zt09_5_00653|g1757.t1
Zt09_5_00655|g1760.t1
Zt09_5_00666|g1763.t1
Zt09_5_00667|g1764.t1
Zt09_5_00672|g7109.t1
Zt09_5_00674|g7108.t1
Zt09_5_00675|g7107.t1
Zt09_5_00681|g7101.t1
Zt09_5_00682|g7100.t1
Zt09_5_00683|g7099.t1
Zt09_5_00684|g7098.t1
Zt09_5_00687|g7095.t1
Zt09_5_00688|g7094.t1
Zt09_5_00689|g7093.t1
Zt09_5_00693|g7090.t1
Zt09_5_00694|g7089.t1
Zt09_5_00695|g7087.t1
Zt09_5_00696|g7086.t1
Zt09_5_00698|g7084.t1
Zt09_5_00699|g7083.t1
Zt09_5_00714|g7066.t1
Zt09_5_00716|g7064.t1
Zt09_5_00718|g1597.t1
Zt09_5_00722|g1602.t1
Zt09_5_00725|g1605.t1
Zt09_5_00726|g1606.t1
Zt09_5_00728|g1608.t1
Zt09_5_00729|g1609.t1
Zt09_5_00731|g1612.t1
Zt09_5_00732|g1611.t1
Zt09_5_00733|g1613.t1
Zt09_5_00737|g1616.t1
Zt09_5_00740|g1619.t1
Zt09_5_00742|g8983.t1
Zt09_5_00743|g8984.t1
Zt09_5_00744|g8985.t1
Zt09_5_00746|g8987.t1
Zt09_5_00747|g8988.t1
Zt09_5_00750|g8990.t1
Zt09_5_00751|g8991.t1
Zt09_5_00757|g11415.t1
Zt09_5_00764|g11422.t1
Zt09_5_00766|g11425.t1
Zt09_5_00769|g11428.t1
Zt09_5_00774|g11432.t1
Zt09_5_00775|g11433.t1
Zt09_5_00776|g11434.t1
Zt09_5_00777|g11435.t1
Zt09_5_00780|g11437.t1
Zt09_5_00781|g11438.t1
Zt09_5_00782|g11439.t1
Zt09_5_00783|g11440.t1
Zt09_5_00785|g3226.t1
Zt09_5_00786|g3225.t1
Zt09_5_00788|g3223.t1
Zt09_5_00791|g3220.t1
Zt09_5_00792|g3219.t1
Zt09_5_00794|g3217.t1
Zt09_5_00797|g3215.t1
Zt09_5_00800|g8995.t1
Zt09_5_00803|g6937.t1
Zt09_5_00804|g6936.t1
Zt09_5_00806|g6934.t1
Zt09_5_00810|g7595.t1
Zt09_5_00811|g10890.t1
Zt09_5_00814|g10887.t1
Zt09_5_00818|g10884.t1
Zt09_5_00819|g10883.t1
Zt09_5_00822|g10880.t1
Zt09_5_00823|g10879.t1
Zt09_5_00829|g319.t1
Zt09_5_00841|g11197.t1
Zt09_5_00843|g1302.t1
Zt09_5_00850|g10841.t1
Zt09_5_00851|g10842.t1
Zt09_5_00852|g10843.t1
Zt09_5_00853|g10844.t1
Zt09_6_00014|g11036.t1
Zt09_6_00028|g4804.t1
Zt09_6_00031|g4807.t1
Zt09_6_00032|g4808.t1
Zt09_6_00034|g4809.t1
Zt09_6_00037|g4810.t1
Zt09_6_00038|g4811.t1
Zt09_6_00053|g4823.t1
Zt09_6_00057|g1823.t1
Zt09_6_00058|g1822.t1
Zt09_6_00060|g3564.t1
Zt09_6_00062|g1676.t1
Zt09_6_00063|g1677.t1
Zt09_6_00064|g1678.t1
Zt09_6_00066|g10636.t1
Zt09_6_00070|g6478.t1
Zt09_6_00075|g379.t1
Zt09_6_00082|g779.t1
Zt09_6_00088|g1921.t1
Zt09_6_00089|g1922.t1
Zt09_6_00090|g1923.t1
Zt09_6_00092|g1925.t1
Zt09_6_00093|g1926.t1
Zt09_6_00097|g580.t1
Zt09_6_00098|g579.t1
Zt09_6_00100|g578.t1
Zt09_6_00101|g577.t1
Zt09_6_00102|g576.t1
Zt09_6_00103|g575.t1
Zt09_6_00105|g573.t1
Zt09_6_00106|g572.t1
Zt09_6_00107|g571.t1
Zt09_6_00108|g570.t1
Zt09_6_00109|g569.t1
Zt09_6_00112|g566.t1
Zt09_6_00116|g562.t1
Zt09_6_00117|g561.t1
Zt09_6_00120|g558.t1
Zt09_6_00124|g4943.t1
Zt09_6_00125|g4944.t1
Zt09_6_00130|g4948.t1
Zt09_6_00131|g4949.t1
Zt09_6_00132|g4950.t1
Zt09_6_00133|g4951.t1
Zt09_6_00134|g4952.t1
Zt09_6_00137|g2556.t1
Zt09_6_00139|g2558.t1
Zt09_6_00140|g2559.t1
Zt09_6_00141|g2560.t1
Zt09_6_00142|g2561.t1
Zt09_6_00143|g2562.t1
Zt09_6_00144|g2563.t1
Zt09_6_00146|g5621.t1
Zt09_6_00149|g5620.t1
Zt09_6_00152|g5615.t1
Zt09_6_00154|g5613.t1
Zt09_6_00163|g7845.t1
Zt09_6_00164|g7844.t1
Zt09_6_00165|g7843.t1
Zt09_6_00166|g7842.t1
Zt09_6_00167|g5543.t1
Zt09_6_00169|g5541.t1
Zt09_6_00170|g5540.t1
Zt09_6_00171|g5539.t1
Zt09_6_00172|g5538.t1
Zt09_6_00173|g5537.t1
Zt09_6_00188|g11361.t1
Zt09_6_00189|g11362.t1
Zt09_6_00190|g11363.t1
Zt09_6_00191|g11364.t1
Zt09_6_00193|g11368.t1
Zt09_6_00195|g11372.t1
Zt09_6_00197|g11374.t1
Zt09_6_00199|g6703.t1
Zt09_6_00203|g11380.t1
Zt09_6_00205|g11377.t1
Zt09_6_00208|g6695.t1
Zt09_6_00209|g6693.t1
Zt09_6_00210|g6694.t1
Zt09_6_00212|g6639.t1
Zt09_6_00215|g6636.t1
Zt09_6_00218|g6687.t1
Zt09_6_00219|g6688.t1
Zt09_6_00221|g6690.t1
Zt09_6_00222|g6691.t1
Zt09_6_00225|g6388.t1
Zt09_6_00234|g6397.t1
Zt09_6_00236|g7799.t1
Zt09_6_00245|g52.t1
Zt09_6_00246|g53.t1
Zt09_6_00249|g55.t1
Zt09_6_00251|g57.t1
Zt09_6_00252|g58.t1
Zt09_6_00255|g61.t1
Zt09_6_00256|g62.t1
Zt09_6_00258|g64.t1
Zt09_6_00260|g67.t1
Zt09_6_00262|g69.t1
Zt09_6_00263|g70.t1
Zt09_6_00266|g73.t1
Zt09_6_00268|g2603.t1
Zt09_6_00269|g2602.t1
Zt09_6_00270|g2601.t1
Zt09_6_00271|g2600.t1
Zt09_6_00275|g1566.t1
Zt09_6_00283|g4973.t1
Zt09_6_00284|g4974.t1
Zt09_6_00285|g4975.t1
Zt09_6_00286|g4976.t1
Zt09_6_00288|g4978.t1
Zt09_6_00290|g4980.t1
Zt09_6_00291|g4982.t1
Zt09_6_00292|g4983.t1
Zt09_6_00293|g10314.t1
Zt09_6_00295|g10316.t1
Zt09_6_00297|g4465.t1
Zt09_6_00299|g4463.t1
Zt09_6_00300|g4462.t1
Zt09_6_00310|g4959.t1
Zt09_6_00311|g4958.t1
Zt09_6_00312|g4957.t1
Zt09_6_00314|g4956.t1
Zt09_6_00315|g4955.t1
Zt09_6_00316|g11294.t1
Zt09_6_00318|g11291.t1
Zt09_6_00320|g11289.t1
Zt09_6_00322|g11287.t1
Zt09_6_00323|g11286.t1
Zt09_6_00326|g124.t1
Zt09_6_00327|g123.t1
Zt09_6_00329|g121.t1
Zt09_6_00330|g120.t1
Zt09_6_00333|g117.t1
Zt09_6_00337|g113.t1
Zt09_6_00338|g112.t1
Zt09_6_00339|g111.t1
Zt09_6_00340|g110.t1
Zt09_6_00342|g108.t1
Zt09_6_00346|g105.t1
Zt09_6_00347|g104.t1
Zt09_6_00348|g103.t1
Zt09_6_00354|g97.t1
Zt09_6_00356|g3619.t1
Zt09_6_00357|g3620.t1
Zt09_6_00359|g3622.t1
Zt09_6_00361|g3624.t1
Zt09_6_00364|g2578.t1
Zt09_6_00367|g2581.t1
Zt09_6_00369|g2583.t1
Zt09_6_00370|g2584.t1
Zt09_6_00373|g6323.t1
Zt09_6_00374|g6324.t1
Zt09_6_00379|g6329.t1
Zt09_6_00380|g6330.t1
Zt09_6_00381|g6331.t1
Zt09_6_00382|g6332.t1
Zt09_6_00383|g6333.t1
Zt09_6_00384|g6334.t1
Zt09_6_00385|g6335.t1
Zt09_6_00387|g6337.t1
Zt09_6_00394|g6338.t1
Zt09_6_00395|g6339.t1
Zt09_6_00396|g6340.t1
Zt09_6_00399|g6344.t1
Zt09_6_00400|g6345.t1
Zt09_6_00401|g6348.t1
Zt09_6_00403|g6350.t1
Zt09_6_00407|g6353.t1
Zt09_6_00409|g6355.t1
Zt09_6_00411|g6357.t1
Zt09_6_00412|g6358.t1
Zt09_6_00414|g6360.t1
Zt09_6_00415|g6361.t1
Zt09_6_00417|g6363.t1
Zt09_6_00418|g6364.t1
Zt09_6_00421|g6367.t1
Zt09_6_00422|g6368.t1
Zt09_6_00423|g8849.t1
Zt09_6_00427|g1673.t1
Zt09_6_00430|g8848.t1
Zt09_6_00433|g8844.t1
Zt09_6_00434|g8843.t1
Zt09_6_00435|g8842.t1
Zt09_6_00439|g8836.t1
Zt09_6_00440|g1753.t1
Zt09_6_00441|g1752.t1
Zt09_6_00442|g1751.t1
Zt09_6_00443|g1750.t1
Zt09_6_00444|g1749.t1
Zt09_6_00447|g1746.t1
Zt09_6_00451|g1742.t1
Zt09_6_00453|g1740.t1
Zt09_6_00457|g11509.t1
Zt09_6_00458|g11510.t1
Zt09_6_00460|g11512.t1
Zt09_6_00462|g4004.t1
Zt09_6_00464|g4006.t1
Zt09_6_00466|g4008.t1
Zt09_6_00471|g4013.t1
Zt09_6_00476|g4017.t1
Zt09_6_00478|g1895.t1
Zt09_6_00480|g1897.t1
Zt09_6_00484|g11472.t1
Zt09_6_00486|g6651.t1
Zt09_6_00487|g6650.t1
Zt09_6_00488|g6649.t1
Zt09_6_00491|g6646.t1
Zt09_6_00494|g6387.t1
Zt09_6_00495|g6386.t1
Zt09_6_00501|g6380.t1
Zt09_6_00502|g11505.t1
Zt09_6_00503|g11506.t1
Zt09_6_00504|g11507.t1
Zt09_6_00509|g10927.t1
Zt09_6_00511|g10925.t1
Zt09_6_00513|g10923.t1
Zt09_6_00518|g10919.t1
Zt09_6_00519|g10915.t1
Zt09_6_00526|g10910.t1
Zt09_6_00528|g10908.t1
Zt09_6_00530|g1535.t1
Zt09_6_00531|g1534.t1
Zt09_6_00532|g1533.t1
Zt09_6_00533|g1532.t1
Zt09_6_00534|g1531.t1
Zt09_6_00535|g1530.t1
Zt09_6_00536|g1529.t1
Zt09_6_00537|g1528.t1
Zt09_6_00539|g1526.t1
Zt09_6_00543|g1520.t1
Zt09_6_00544|g1519.t1
Zt09_6_00545|g1518.t1
Zt09_6_00546|g1517.t1
Zt09_6_00547|g1516.t1
Zt09_6_00552|g1511.t1
Zt09_6_00553|g1510.t1
Zt09_6_00554|g1509.t1
Zt09_6_00556|g1507.t1
Zt09_6_00558|g1505.t1
Zt09_6_00563|g1501.t1
Zt09_6_00564|g1502.t1
Zt09_6_00565|g1498.t1
Zt09_6_00570|g7971.t1
Zt09_6_00579|g7980.t1
Zt09_6_00580|g7982.t1
Zt09_6_00581|g7983.t1
Zt09_6_00582|g7984.t1
Zt09_6_00595|g9440.t1
Zt09_6_00598|g9443.t1
Zt09_6_00603|g3693.t1
Zt09_6_00605|g3696.t1
Zt09_6_00606|g3697.t1
Zt09_6_00607|g6655.t1
Zt09_6_00608|g6654.t1
Zt09_6_00609|g6653.t1
Zt09_6_00619|g2922.t1
Zt09_6_00622|g3574.t1
Zt09_6_00623|g3575.t1
Zt09_6_00624|g3576.t1
Zt09_6_00627|g3579.t1
Zt09_6_00628|g3580.t1
Zt09_6_00630|g3582.t1
Zt09_6_00631|g3583.t1
Zt09_6_00632|g3584.t1
Zt09_6_00633|g3585.t1
Zt09_6_00634|g3586.t1
Zt09_6_00636|g10940.t1
Zt09_6_00642|g10934.t1
Zt09_6_00645|g5632.t1
Zt09_6_00647|g5634.t1
Zt09_6_00648|g5635.t1
Zt09_6_00649|g5636.t1
Zt09_6_00650|g5637.t1
Zt09_6_00660|g5649.t1
Zt09_6_00661|g5650.t1
Zt09_6_00662|g5651.t1
Zt09_6_00663|g5653.t1
Zt09_6_00666|g7040.t1
Zt09_6_00667|g7041.t1
Zt09_6_00668|g7042.t1
Zt09_6_00671|g7047.t1
Zt09_6_00673|g7048.t1
Zt09_6_00674|g7050.t1
Zt09_6_00675|g7051.t1
Zt09_6_00676|g1894.t1
Zt09_6_00677|g1892.t1
Zt09_6_00678|g1891.t1
Zt09_6_00680|g1885.t1
Zt09_6_00683|g1889.t1
Zt09_6_00684|g1884.t1
Zt09_6_00685|g1883.t1
Zt09_6_00690|g1879.t1
Zt09_6_00691|g1878.t1
Zt09_6_00692|g1877.t1
Zt09_6_00696|g1872.t1
Zt09_6_00697|g1871.t1
Zt09_6_00702|g8834.t1
Zt09_6_00709|g6823.t1
Zt09_6_00710|g6822.t1
Zt09_6_00718|g2819.t1
Zt09_7_00002|g10362.t1
Zt09_7_00004|g10364.t1
Zt09_7_00007|g10359.t1
Zt09_7_00010|g10360.t1
Zt09_7_00011|g10365.t1
Zt09_7_00013|g5657.t1
Zt09_7_00019|g8470.t1
Zt09_7_00025|g8465.t1
Zt09_7_00026|g8464.t1
Zt09_7_00027|g8463.t1
Zt09_7_00029|g8461.t1
Zt09_7_00030|g8460.t1
Zt09_7_00031|g8459.t1
Zt09_7_00041|g10637.t1
Zt09_7_00042|g10639.t1
Zt09_7_00043|g10640.t1
Zt09_7_00045|g10641.t1
Zt09_7_00046|g10642.t1
Zt09_7_00047|g10643.t1
Zt09_7_00049|g10646.t1
Zt09_7_00051|g10647.t1
Zt09_7_00052|g10648.t1
Zt09_7_00059|g11449.t1
Zt09_7_00065|g10539.t1
Zt09_7_00071|g1149.t1
Zt09_7_00072|g6294.t1
Zt09_7_00073|g6293.t1
Zt09_7_00074|g6292.t1
Zt09_7_00075|g6291.t1
Zt09_7_00076|g6290.t1
Zt09_7_00078|g6288.t1
